problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard1_0001,False,False,True,True,labeled:FALSE,290.40,3531,1010,0.000898,"REASONING:\nEq1: x = y * (y * ((x * y) * x))\nEq2: x * y = ((z * x) * w) * y\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = y * (y * ((x * y) * x))\nEq2: LHS = x * y, RHS = ((z * x) * w) * y\n\nStep"
hard1_0002,False,False,True,True,labeled:FALSE,35.08,3532,751,0.000795,"REASONING:\nEq1: x * (y * z) = (z * w) * w\nEq2: x * (y * x) = (x * y) * z\n\nStep 1: Extract Features\nEq1: LHS = x * (y * z), RHS = (z * w) * w\nWORD(LHS) = [x, y, z], WORD(RHS) = [z, w, w]\nSET(LHS"
hard1_0003,True,True,True,True,labeled:TRUE,149.41,3529,421,0.000662,REASONING:\nEq1: x = ((y * y) * z) * x\nEq2: x = x * (((y * x) * x) * x)\n\nStep 1: Extract Features\nEq1: x = ((y * y) * z) * x. Bare source.\nEq2: x = x * (((y * x) * x) * x). Bare target.\n\nStep 2
hard1_0004,False,False,True,True,labeled:FALSE,267.74,3532,777,0.000805,"REASONING:\nEq1: (x * y) * x = (x * z) * w\nEq2: x * (y * y) = x * (z * y)\n\nStep 1: Extract Features\nEq1: LHS = (x * y) * x, RHS = (x * z) * w\nWORD(LHS) = [x, y, x], WORD(RHS) = [x, z, w]\nSET(LHS"
hard1_0005,False,False,True,True,labeled:FALSE,133.52,3531,766,0.000801,"REASONING:\nEq1: x = ((y * z) * (z * x)) * y\nEq2: x * x = (y * (y * y)) * y\n\nStep 1: Extract Features\nEq1: Bare source x = P.\nP = ((y * z) * (z * x)) * y\nWORD(P) = [y, z, z, x, y]\nSET(P) = {x, "
hard1_0006,False,False,True,True,labeled:FALSE,224.75,3524,365,0.000639,REASONING: Eq1: x * x = (x * y) * z. Eq2: x * x = (y * z) * w.\nStep 1: Eq1 is not bare. Eq2 is not bare.\nStep 2:\n- 2.1: Not identical.\n- 2.2: Not tautological.\n- 2.3: Not bare.\n- 2.4: Eq1 is x*x
hard1_0007,True,True,True,True,labeled:TRUE,329.27,3531,440,0.000670,"REASONING:\nEq1: x = (y * (y * (y * z))) * x\nEq2: x * y = z * (w * (w * y))\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = (y * (y * (y * z))) * x. Bare source.\nEq2: LHS = x * y, RHS = z * (w * (w"
hard1_0008,False,True,False,True,labeled:TRUE,19.63,3532,343,0.000632,REASONING:\nEq1: x = x * (y * ((y * z) * y))\nEq2: x = x * ((x * (x * x)) * x)\n\nStep 1: Extract Features\nEq1 is bare: x = T where T = x * (y * ((y * z) * y)).\nEq2 is bare: x = S where S = x * ((x 
hard1_0009,False,False,True,True,labeled:FALSE,124.18,3532,1119,0.000942,"REASONING:\nEq1: x = ((x * x) * (y * z)) * y\nEq2: x = ((x * (y * x)) * x) * y\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = ((x * x) * (y * z)) * y. Bare source.\nEq2: LHS = x, RHS = ((x * (y * x)"
hard1_0010,False,False,True,True,labeled:FALSE,334.18,3532,714,0.000780,"REASONING:\nEq1: (x * x) * y = (y * y) * z\nEq2: x * (y * y) = x * (z * z)\n\nStep 1: Extract Features\nEq1: WORD(LHS)=[x,x,y], WORD(RHS)=[y,y,z]. SET(LHS)={x,y}, SET(RHS)={y,z}.\nEq2: WORD(LHS)=[x,y,"
