problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard1_0001,False,False,True,True,labeled:FALSE,157.34,3546,848,0.000836,REASONING:\nEq1: x = y * (y * ((x * y) * x))\nEq2: x * y = ((z * x) * w) * y\n\nStep 1: Extract Features\nEq1: Bare source. x = P where P = y * (y * ((x * y) * x)).\nEq2: Not bare.\n\nStep 2: True Rou
hard1_0002,False,True,False,True,labeled:TRUE,283.89,3547,454,0.000678,"REASONING:\nEq1: x * (y * z) = (z * w) * w\nEq2: x * (y * x) = (x * y) * z\n\nStep 1: Extract Features\nEq1: LHS = x * (y * z), RHS = (z * w) * w\nWORD(LHS) = [x, y, z], WORD(RHS) = [z, w, w]\nSET(LHS"
hard1_0003,True,True,True,True,labeled:TRUE,34.20,3544,483,0.000689,"REASONING:\nEq1: x = ((y * y) * z) * x\nEq2: x = x * (((y * x) * x) * x)\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = ((y * y) * z) * x. Bare source.\nEq2: LHS = x, RHS = x * (((y * x) * x) * x). "
hard1_0004,False,False,True,True,labeled:FALSE,171.49,3547,838,0.000832,"REASONING:\nEq1: (x * y) * x = (x * z) * w\nEq2: x * (y * y) = x * (z * y)\n\nStep 1: Extract Features\nEq1: LHS = (x * y) * x, RHS = (x * z) * w\nWORD(LHS) = [x, y, x], WORD(RHS) = [x, z, w]\nSET(LHS"
hard1_0005,False,False,True,True,labeled:FALSE,287.31,3546,1099,0.000936,"REASONING:\nEq1: x = ((y * z) * (z * x)) * y\nEq2: x * x = (y * (y * y)) * y\n\nStep 1: Extract Features\nEq1: x = ((y * z) * (z * x)) * y\n- Bare: Yes (x = T)\n- WORD(T) = [y, z, z, x, y]\n- SET(T) ="
hard1_0006,False,False,True,True,labeled:FALSE,19.95,3539,413,0.000661,"REASONING:\nEq1: x * x = (x * y) * z\nEq2: x * x = (y * z) * w\n\nStep 1: Extract Features\nEq1: LHS = x * x, RHS = (x * y) * z. WORD(LHS) = [x, x], WORD(RHS) = [x, y, z].\nEq2: LHS = x * x, RHS = (y "
hard1_0007,True,True,True,True,labeled:TRUE,111.23,3546,588,0.000732,REASONING:\nStep 1: Extract Features\nEq1: x = (y * (y * (y * z))) * x\nEq2: x * y = z * (w * (w * y))\n\nStep 2: True Routes\n- 2.1 Exact identity: No.\n- 2.2 Tautological target: No.\n- 2.3 Singleto
hard1_0008,False,True,False,True,labeled:TRUE,241.09,3547,419,0.000664,REASONING:\nEq1: x = x * (y * ((y * z) * y))\nEq2: x = x * ((x * (x * x)) * x)\n\nStep 1: Extract Features\nEq1: x = T where T = x * (y * ((y * z) * y)).\nEq2: x = S where S = x * ((x * (x * x)) * x).
hard1_0009,False,False,True,True,labeled:FALSE,29.61,3547,1026,0.000907,"REASONING:\nEq1: x = ((x * x) * (y * z)) * y\nEq2: x = ((x * (y * x)) * x) * y\n\nStep 1: Extract Features\nEq1: x = P where P = ((x * x) * (y * z)) * y\n- rv = 3 (x, y, z)\n- Lx = FALSE (leftmost is "
hard1_0010,False,False,True,True,labeled:FALSE,126.17,3547,630,0.000749,REASONING:\nStep 1: Extract Features\nEq1: (x * x) * y = (y * y) * z\nEq2: x * (y * y) = x * (z * z)\n\nStep 2: True Routes\n- 2.1 Exact renaming: No.\n- 2.2 Tautological target: No.\n- 2.3 Singleton 
hard1_0011,False,False,True,True,labeled:FALSE,236.09,3549,795,0.000815,REASONING:\nEq1: x = (x * (y * z)) * (w * y)\nEq2: x = (y * (z * w)) * (u * z)\n\nStep 1: Extract Features\nEq1: x = T where T = (x * (y * z)) * (w * y).\nEq2: x = S where S = (y * (z * w)) * (u * z).
hard1_0012,False,True,False,True,labeled:TRUE,307.50,3547,325,0.000627,"REASONING:\nEq1: (x * y) * x = (z * w) * u\nEq2: x * (x * x) = x * (y * y)\n\nStep 1: Extract Features\nEq1: LHS = (x * y) * x, RHS = (z * w) * u.\nEq2: LHS = x * (x * x), RHS = x * (y * y).\n\nStep 2"
hard1_0013,True,False,False,True,labeled:FALSE,61.30,3545,878,0.000848,"REASONING:\nEq1: x * y = ((z * y) * x) * x\nEq2: x * y = y * (y * (y * y))\n\nStep 1: Extract Features\nEq1: LHS = x * y, RHS = ((z * y) * x) * x.\nWORD(LHS) = [x, y], WORD(RHS) = [z, y, x, x].\nSET(L"
hard1_0014,False,False,True,True,labeled:FALSE,203.79,3548,1130,0.000949,REASONING:\nEq1: x = (y * x) * (x * (x * z))\nEq2: x = y * (z * (z * (x * y)))\n\nStep 1: Extract Features\nEq1: x = P where P = (y * x) * (x * (x * z))\nEq2: x = S where S = y * (z * (z * (x * y)))\n
hard1_0015,False,False,True,True,labeled:FALSE,304.21,3546,758,0.000800,"REASONING:\nEq1: x * x = x * (y * (z * y))\nEq2: x * (x * x) = x * (y * x)\n\nStep 1: Extract Features\nEq1: LHS = x * x, RHS = x * (y * (z * y))\nEq2: LHS = x * (x * x), RHS = x * (y * x)\n\nStep 2: "
hard1_0016,False,False,True,True,labeled:FALSE,103.52,3549,1106,0.000939,REASONING:\nEq1: x = (x * y) * (x * (y * z))\nEq2: x = (x * y) * (x * (z * y))\n\nStep 1: Extract Features\nEq1: Bare source x = T. T = (x * y) * (x * (y * z)).\nEq2: Bare source x = S. S = (x * y) * 
hard1_0017,False,False,True,True,labeled:FALSE,172.36,3547,1071,0.000925,"REASONING:\nEq1: x = y * (((x * y) * x) * y)\nEq2: x = ((x * (y * z)) * z) * y\n\nStep 1: Extract Features\nEq1: LHS = x, RHS = y * (((x * y) * x) * y). Bare source.\nEq2: LHS = x, RHS = ((x * (y * z)"
hard1_0018,True,False,False,True,labeled:FALSE,58.71,3548,1444,0.001074,REASONING:\nEq1: x = ((y * x) * y) * (z * z)\nEq2: x = x * (((x * y) * x) * y)\n\nStep 1: Extract Features\nEq1: x = P where P = ((y * x) * y) * (z * z)\nEq2: x = S where S = x * (((x * y) * x) * y)\n
hard1_0019,False,False,True,True,labeled:FALSE,104.00,3545,790,0.000812,"REASONING:\nEq1: x * y = (x * (y * x)) * z\nEq2: x * y = (x * (x * z)) * x\n\nStep 1: Extract Features\nEq1: LHS = x * y, RHS = (x * (y * x)) * z\nWORD(LHS) = [x, y], WORD(RHS) = [x, y, x, z]\nSET(LHS"
hard1_0020,False,False,True,True,labeled:FALSE,218.77,3547,498,0.000696,"REASONING:\nEq1: x * (y * z) = (x * x) * z\nEq2: x * (y * z) = (y * y) * x\n\nStep 1: Extract Features\nEq1: WORD(LHS)=[x,y,z], WORD(RHS)=[x,x,z], SET(LHS)={x,y,z}, SET(RHS)={x,z}\nEq2: WORD(LHS)=[x,y"
hard1_0021,False,False,True,True,labeled:FALSE,182.85,3544,1056,0.000919,"REASONING:\nEq1: x = y * ((y * x) * (x * y))\nEq2: x = (y * (x * y)) * x\n\nStep 1: Extract Features\nEq1: Bare source x = T, where T = y * ((y * x) * (x * y))\nEq2: Bare target x = S, where S = (y * "
hard1_0022,False,False,True,True,labeled:FALSE,71.96,3546,755,0.000798,"REASONING:\nEq1: x * y = (y * (y * x)) * x\nEq2: x * y = (x * y) * (x * y)\n\nStep 1: Extract Features\nEq1: LHS = x * y, RHS = (y * (y * x)) * x\nWORD(LHS) = [x, y], WORD(RHS) = [y, y, x, x]\nPARITY("
hard1_0023,True,False,False,True,labeled:FALSE,233.36,3544,1151,0.000957,REASONING:\nEq1: x = (x * y) * (z * z)\nEq2: x * x = x * ((y * z) * w)\n\nStep 1: Extract Features\nEq1: x = (x * y) * (z * z). Bare source.\nEq2: x * x = x * ((y * z) * w). Not bare.\n\nStep 2: True 
