problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard2_0001,False,False,True,True,VERDICT: FALSE,580.39,2624,2808,0.001929,VERDICT: FALSE  \nRULE: default false  \nNo exact TRUE or syntactic FALSE routes apply. Eq1 is not bare and has mismatched variable sets/structures preventing collapse or projection. No small witnesse
hard2_0002,False,False,True,True,VERDICT: FALSE,725.75,2625,3314,0.002182,VERDICT: FALSE  \nRULE: default false  \nNo exact TRUE or syntactic FALSE routes apply. Eq1 uses 2 variables while Eq2 introduces z. Right-zero magma satisfies Eq1 but is inconclusive for counterexamp
hard2_0003,True,False,False,True,VERDICT: FALSE,907.16,2622,8105,0.004577,"VERDICT: FALSE  \nRULE: default false  \nNo exact TRUE or syntactic FALSE routes apply. Eq1 is not bare, has mismatched leftmost/rightmost variables and WORD/PARITY/SET/AB between sides. No small witn"
hard2_0004,True,True,True,True,VERDICT: TRUE,849.86,2624,1380,0.001215,"VERDICT: TRUE  \nRULE: contradiction motif  \nEq1 is bare with rhsVars=3, Lx=false (y leftmost), Rx=false (z rightmost), xTop=left, topShape=m-v, xCount=2, matching C7 exactly.  \nThis motif forces Eq"
hard2_0005,True,False,False,True,VERDICT: FALSE,783.17,2624,2841,0.001945,"VERDICT: FALSE  \nRULE: default false  \nNo exact TRUE or syntactic FALSE routes apply. No small finite witnesses satisfy the exact conditions (e.g., left/right-zero magmas falsify Eq1). Tiny rewrite "
hard2_0006,True,True,True,True,VERDICT: TRUE,9.41,2625,1395,0.001223,"VERDICT: TRUE  \nRULE: contradiction motif  \nEq1 is bare with rhsVars=4 (x,y,z,w), Lx=false (starts with y), Rx=false (ends with w), matching C1.  \nThis motif forces a collapse implying Eq2."
hard2_0007,False,False,True,True,VERDICT: FALSE,150.07,2624,17343,0.009196,VERDICT: FALSE\nRULE: default false\nNo exact TRUE or syntactic FALSE route applies. No small witness distinguishes. Tiny rewrite does not reach Equation 2. Counterexample magmas exist but are complex
hard2_0008,True,True,True,True,VERDICT: TRUE,212.74,2624,1009,0.001029,"VERDICT: TRUE  \nRULE: contradiction motif  \nEq1 is bare with RHS P = y*(x*(x*(z*y))).  \nP has rhsVars=3, xTop=right, topShape=v-m, xCount=2, matching C6 motif."
hard2_0009,False,False,True,True,VERDICT: FALSE,367.63,2624,4147,0.002598,"VERDICT: FALSE\nRULE: default false\nNo exact TRUE or syntactic FALSE routes apply to these equations. No small finite witnesses or tiny rewrites decide the question. Per instructions, default to FALS"
hard2_0010,False,False,True,True,VERDICT: FALSE,455.46,2625,3714,0.002382,VERDICT: FALSE  \nRULE: default false  \nNo TRUE or syntactic FALSE routes fired. No small finite witnesses distinguish. No tiny exact rewrite in ≤2 steps reaches Eq2 from Eq1.
hard2_0011,False,False,True,True,VERDICT: FALSE,533.96,2621,2303,0.001676,"VERDICT: FALSE  \nRULE: default false  \nNo TRUE routes fire: Equation 1 is bare with rhsVars=2 (motifs need ≥3), not a projection form (rhs starts with y, ends with y, x inside), vars=2 (heuristics n"
hard2_0012,False,False,True,True,VERDICT: FALSE,578.14,2624,2569,0.001809,VERDICT: FALSE  \nRULE: default false  \nNo TRUE or syntactic FALSE routes fired after checking all steps in order. STEP 4 witnesses do not apply as Eq1 fails in left/right-zero magmas and holds where
hard2_0013,False,False,True,True,VERDICT: FALSE,696.91,2624,6414,0.003732,VERDICT: FALSE\nRULE: default false\nNo exact TRUE or syntactic FALSE routes apply to the given equations. Equation 1 uses 2 variables while Equation 2 introduces a new variable z unconstrained by Equ
