problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard3_0001,True,False,False,True,VERDICT: FALSE,1626.81,2578,376,0.000813,"VERDICT: FALSE  \nRULE: right projection  \n\nEquation 1 is \( x = y * x \), which is bare and fits the right projection family: \( x = T * x \) with \( T = y \) not containing \( x \). This forces \("
hard3_0002,True,False,False,True,VERDICT: FALSE,2178.97,2582,260,0.000770,VERDICT: FALSE  \nRULE: left-zero witness  \n\nEquation 1: x = x*(x*y) holds in left-zero magmas (a*b = a) because both sides reduce to x.  \nEquation 2: x = (x*((x*x)*x))*x reduces to x = (x*x)*x = x
hard3_0003,True,False,False,True,VERDICT: FALSE,2324.76,2582,1370,0.001192,"VERDICT: FALSE  \nRULE: left-zero witness  \n\nEquation 1: x = y * (x * x)  \nEquation 2: x = y * (z * (z * (w * x)))  \n\nConsider the left-zero magma where a*b = a for all a,b.  \nIn this magma, Eq1"
hard3_0004,True,False,False,True,VERDICT: FALSE,1122.80,2582,264,0.000772,VERDICT: FALSE\nRULE: exact rewrite\n\nEquation 1: x = y*(z*w). Equation 2: x*(y*y) = y*(z*w).\n\nNormalized Eq1 has single variable x on left. No early TRUE route fired. Try exact rewrite: substitute
hard3_0005,True,False,False,True,VERDICT: FALSE,2252.24,2587,1024,0.001062,"VERDICT: FALSE\nRULE: left-zero witness\n\nEquation 1: x = (y * z) * x. In a left-zero magma where a*b = a, the left side is x, the right side is (y*z)*x = y*z = y. So Eq1 becomes x = y, which is not "
hard3_0006,True,False,False,True,VERDICT: FALSE,17.39,2580,799,0.000974,"VERDICT: FALSE  \nRULE: left-zero witness  \n\nEquation 1: \(x * x = x * y\) forces the leftmost variables to match (both are \(x\)), so it holds in the left-zero magma \(a*b = a\).  \nIn that magma, "
hard3_0007,False,False,True,True,VERDICT: FALSE,2488.99,2580,301,0.000785,"VERDICT: FALSE  \nRULE: word exclusion  \n\nEquation 1: x * x = x * y has left WORD = (x, x), right WORD = (x, y) — they are different, so the premise of WORD exclusion is not satisfied.  \n\nEquation"
hard3_0008,True,False,False,True,VERDICT: FALSE,124.55,2580,1024,0.001060,"VERDICT: FALSE  \nRULE: left-zero witness  \n\nThe implication does not hold. In the left-zero magma where \(a*b = a\), the premise \(x*x = y*z\) becomes \(x = y\), which is not universally true, so t"
hard3_0009,False,False,True,True,VERDICT: FALSE,133.59,2591,610,0.000905,"VERDICT: FALSE  \nRULE: left-zero witness  \n\nEquation 1 is x = x*(x*(x*y)). In a left-zero magma (a*b = a), both sides reduce to x, so Eq1 holds.  \nEquation 2 is x = (x*(y*(x*x)))*z. Under left-zer"
hard3_0010,False,False,True,True,VERDICT: FALSE,201.55,2584,681,0.000931,"VERDICT: FALSE  \nRULE: left-zero witness  \n\nEquation 1: x = x * (x * (y * x)) holds in the left-zero magma (a*b = a).  \nEquation 2: x * x = (x * (y * x)) * x becomes x = x in that magma, which is "
