problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard3_0001,True,True,True,True,VERDICT: TRUE,1204.36,2636,171,0.000437,"VERDICT: TRUE\nRULE: right projection\n\nReasoning:\n1. Equation 1 is $x = y * x$. This is a bare equation of the form $x = T * x$ where $T = y$ does not contain $x$.\n2. According to Rule 2.7, this f"
hard3_0002,True,True,True,True,VERDICT: TRUE,1574.49,2640,217,0.000456,"VERDICT: TRUE\nRULE: left projection\n\nReasoning:\n1. Equation 1 is $x = x * (x * y)$. This is a bare equation of the form $x = x * T$ where $T = (x * y)$. However, the rule 2.6 requires $T$ to NOT c"
hard3_0003,True,True,True,True,VERDICT: TRUE,1674.70,2640,960,0.000754,VERDICT: TRUE\nRULE: contradiction motif\n\nReasoning:\n1. Equation 1 is bare: x = y * (x * x).\n2. Normalize: x is the single variable on the left. The product side P is y * (x * x).\n3. Analyze P:\n
hard3_0004,True,True,True,True,VERDICT: TRUE,1769.18,2640,65,0.000396,"VERDICT: TRUE\nRULE: singleton collapse\n\nReasoning: Equation 1 is of the form x = T where x does not appear in T (x = y * (z * w)). This forces the magma to be a singleton (all elements are equal), "
hard3_0005,True,True,True,True,VERDICT: TRUE,1849.83,2639,182,0.000442,VERDICT: TRUE\nRULE: right projection\n\nReasoning:\n1. Equation 1 is $x = (y * z) * x$. This is a bare equation of the form $x = T * x$ where $T = (y * z)$ does not contain $x$.\n2. According to Rule
hard3_0006,True,False,False,True,VERDICT: FALSE,1919.97,2638,517,0.000576,"VERDICT: FALSE\nRULE: set exclusion\n\nReasoning:\n1. Equation 1 is x * x = x * y. Both sides use the variable set {x, y} (or {x} and {x, y} if y is considered a parameter, but specifically, the set o"
hard3_0007,False,False,True,True,VERDICT: FALSE,1991.53,2638,492,0.000566,"VERDICT: FALSE\nRULE: leftmost exclusion\n\nReasoning:\n1. Equation 1 is x * x = x * y. The leftmost variable on the left side is x, and the leftmost variable on the right side is x.\n2. Equation 2 is"
hard3_0008,True,False,False,True,VERDICT: FALSE,2038.93,2638,431,0.000542,"VERDICT: FALSE\nRULE: count exclusion\n\nReasoning:\n1. Equation 1 is x * x = y * z.\n2. The variable counts (AB) for the left side of Eq1 are {x: 2} and for the right side are {y: 1, z: 1}. These are"
hard3_0009,False,False,True,True,VERDICT: FALSE,2093.99,2643,436,0.000544,"VERDICT: FALSE\nRULE: right-zero witness\n\nReasoning:\n1. Equation 1 is $x = x * (x * (x * y))$. In a right-zero magma ($a * b = b$), the right side collapses to $y$, so Equation 1 becomes $x = y$, w"
hard3_0010,False,True,False,True,VERDICT: TRUE,2140.76,2642,1024,0.000779,"VERDICT: TRUE\nRULE: left projection\n\nReasoning:\nEquation 1 is bare and has the form x = x * T, where T = (x * (y * x)). However, the rule 2.6 requires T to NOT contain x. Let's re-evaluate.\nWait,"
