problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard3_0001,True,,,False,,111.93,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0002,True,,,False,,112.10,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0003,True,,,False,,112.15,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0004,True,,,False,,112.19,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0005,True,,,False,,112.23,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0006,True,,,False,,112.29,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0007,False,,,False,,112.31,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0008,True,,,False,,112.34,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0009,False,,,False,,112.46,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0010,False,,,False,,112.52,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0011,False,,,False,,112.55,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0012,False,,,False,,112.59,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0013,False,,,False,,112.74,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0014,True,,,False,,112.74,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0015,True,,,False,,112.83,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0016,False,,,False,,112.85,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0017,False,,,False,,113.11,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0018,False,,,False,,113.05,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0019,False,,,False,,113.13,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0020,True,,,False,,113.16,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0021,False,,,False,,113.23,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0022,False,,,False,,110.89,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0023,True,,,False,,110.96,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0024,True,,,False,,111.66,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0025,False,,,False,,111.70,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0026,False,,,False,,111.80,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0027,True,,,False,,110.68,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0028,True,,,False,,110.67,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0029,False,,,False,,110.88,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0030,True,,,False,,110.78,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0031,False,,,False,,110.93,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0032,False,,,False,,110.96,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0033,True,,,False,,110.99,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
hard3_0034,True,,,False,,110.99,0,0,0.000000,"[EXCEPTION] ClientResponseError: 404, message='Not Found', url='https://openrouter.ai/api/v1/chat/completions'"
