problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard2_0001,False,False,True,True,labeled:FALSE,139.49,3280,879,0.000811,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x * (y * z) = (y * w) * w\nLHS: x * (y * z), WORD: [x, y, z], SET: {x, y, z}, AB: {x:1, y:1, z:1}\nRHS: (y * w) * w, WORD: [y, w, w], SET: {y, w}, AB: {y:1, "
hard2_0002,False,False,True,True,labeled:FALSE,606.47,3281,1192,0.000936,REASONING:\nEq1: x = y * ((y * (y * x)) * x)\nEq2: x = (y * (z * y)) * (y * x)\n\nSTEP 1: EXTRACT FEATURES\nEq1: Bare. Left side = x. Right side P = y * ((y * (y * x)) * x).\nEq2: Bare. Left side = x.
hard2_0003,True,False,False,True,labeled:FALSE,517.11,3278,675,0.000729,REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x * y = y * (x * (z * x))\nEq2: x * y = (y * (z * x)) * y\n\nSTEP 2. TRUE ROUTES\n- 2.1 Exact identity: No.\n- 2.2 Tautological target: No.\n- 2.3 Singleton 
hard2_0004,True,True,True,True,labeled:TRUE,636.64,3280,483,0.000652,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = (((y * y) * x) * x) * z\nEq2: x = y * ((x * (y * z)) * w)\n\nEq1 is bare (single variable x on left).\nP = (((y * y) * x) * x) * z\nrhsVars = 3 {y, x, z}"
hard2_0005,True,False,False,True,labeled:FALSE,691.26,3280,1287,0.000974,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = y * ((z * (z * x)) * y)\nEq2: x = (x * ((x * y) * y)) * x\n\nEq1 is bare (x = T).\nT = y * ((z * (z * x)) * y)\nWORD(T) = [y, z, z, x, y]\nSET(T) = {x, y"
hard2_0006,True,True,True,True,labeled:TRUE,739.23,3281,607,0.000702,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = y * (z * (x * (x * w)))\n- Bare: Yes (x on left)\n- WORD(Eq1): LHS=[x], RHS=[y, z, x, x, w]\n- SET(Eq1): LHS={x}, RHS={y, z, x, w}\n- AB(Eq1): LHS={x:1},"
hard2_0007,False,False,True,True,labeled:FALSE,826.03,3280,968,0.000846,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x * (x * y) = (z * y) * w\nEq2: x * (x * y) = y * (z * y)\n\nEq1:\nLHS: x * (x * y) | WORD: [x, x, y] | SET: {x, y} | AB: {x:2, y:1} | Leftmost: x | Rightmos"
hard2_0008,True,True,True,True,labeled:TRUE,885.14,3280,430,0.000631,REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = y * (x * (x * (z * y)))\nEq2: x = x * (x * ((y * y) * x))\n\nEq1 is bare.\nNormalized Eq1: x = y * (x * (x * (z * y)))\nP = y * (x * (x * (z * y)))\nrhsV
hard2_0009,False,False,True,True,labeled:FALSE,1044.38,3280,1009,0.000863,REASONING:\nEq1: x = y * ((x * z) * (z * y))\nEq2: x = ((x * y) * (y * y)) * y\n\nSTEP 1: EXTRACT FEATURES\nEq1: Bare (x = T). T = y * ((x * z) * (z * y)).\nEq2: Bare (x = S). S = ((x * y) * (y * y)) 
hard2_0010,False,False,True,True,labeled:FALSE,32.53,3281,1182,0.000932,REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = (x * y) * ((x * y) * y)\nEq2: x = (x * (x * (x * x))) * y\nEq1 is bare (single variable x on left).\nEq2 is bare (single variable x on left).\n\nSTEP 2. 
