problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard2_0001,False,False,True,True,labeled:FALSE,69.36,3102,359,0.000189,VERDICT: FALSE\nREASONING: default false fallback
hard2_0002,False,False,True,True,labeled:FALSE,389.35,3118,1737,0.000452,VERDICT: FALSE\nREASONING: default false fallback
hard2_0003,True,False,False,True,labeled:FALSE,526.67,3100,1403,0.000387,VERDICT: FALSE\nREASONING: default false fallback
hard2_0004,True,True,True,True,labeled:TRUE,582.34,3117,808,0.000275,"VERDICT: TRUE\nREASONING: Applied contradiction motif C7 (rhsVars=3, Lx=FALSE, Rx=FALSE, xTop=left, topShape=m-v, xCount=2) which matches the structure of Eq1. Hence Eq1 forces the target equation in "
hard2_0005,True,False,False,True,labeled:FALSE,767.93,3102,1316,0.000371,VERDICT: FALSE\nREASONING: default false fallback
hard2_0006,True,True,True,True,labeled:TRUE,825.40,3118,682,0.000251,"VERDICT: TRUE\nREASONING: The premise equation is bare (x = T) with T = y * (z * (x * (x * w))). Computing the required features for the product side:\n- rhsVars = 4 (variables x, y, z, w)\n- Lx = FAL"
hard2_0007,False,False,True,True,labeled:FALSE,954.37,3102,1109,0.000332,VERDICT: FALSE\nREASONING: default false fallback
hard2_0008,True,True,True,True,labeled:TRUE,1095.04,3102,947,0.000301,"VERDICT: TRUE\nREASONING: Applying STEP 2.8 (bare‑source contradiction motifs) to the bare equation  \nx = y * (x * (x * (z * y))) we compute the feature vector:  \nrhsVars=3, Lx=FALSE, Rx=FALSE, xTop"
hard2_0009,False,False,True,True,labeled:FALSE,1253.57,3102,1352,0.000378,VERDICT: FALSE\nREASONING: default false fallback
hard2_0010,False,False,True,True,labeled:FALSE,20.22,3103,1091,0.000328,VERDICT: FALSE\nREASONING: default false fallback
hard2_0011,False,False,True,True,labeled:FALSE,113.34,3099,1468,0.000400,VERDICT: FALSE\nREASONING: default false fallback
hard2_0012,False,False,True,True,labeled:FALSE,216.70,3117,2012,0.000504,VERDICT: FALSE\nREASONING: default false fallback
hard2_0013,False,False,True,True,labeled:FALSE,314.20,3102,1204,0.000350,VERDICT: FALSE\nREASONING: default false fallback
hard2_0014,False,False,True,True,labeled:FALSE,318.38,3102,1461,0.000399,VERDICT: FALSE\nREASONING: default false fallback
hard2_0015,False,False,True,True,labeled:FALSE,419.63,3101,660,0.000246,VERDICT: FALSE\nREASONING: default false fallback
hard2_0016,False,True,False,True,labeled:TRUE,533.03,3101,515,0.000219,"VERDICT: TRUE\nREASONING: The premise x = x * (y * ((y * z) * y)) is a bare equation of the form x = x * T where T does not contain the variable x. By the left‑projection rule (Step 2.6), this forces "
hard2_0017,True,False,False,True,labeled:FALSE,724.90,3102,2164,0.000532,VERDICT: FALSE\nREASONING: default false fallback
hard2_0018,True,False,False,True,labeled:FALSE,799.73,3114,1973,0.000496,VERDICT: FALSE\nREASONING: default false fallback
hard2_0019,True,True,True,True,labeled:TRUE,875.73,3116,626,0.000240,"VERDICT: TRUE\nREASONING: Step 2.8 (contradiction motifs) applies.\nPROOF: For the premise x = (((y*y)*z)*x)*w, the right‑hand side contains the distinct variables {x,y,z,w} (rhsVars = 4), and x is ne"
hard2_0020,False,False,True,True,labeled:FALSE,988.12,3102,745,0.000263,VERDICT: FALSE\nREASONING: default false fallback
hard2_0021,True,False,False,True,labeled:FALSE,1169.38,3101,1171,0.000343,VERDICT: FALSE\nREASONING: default false fallback
hard2_0022,True,True,True,True,labeled:TRUE,274.88,3102,532,0.000222,"VERDICT: TRUE\nREASONING: Applied contradiction motif C1 (rhsVars ≥ 4, Lx = FALSE, Rx = FALSE) to the bare equation x = y * (((x * y) * z) * w). This forces a contradiction in all magmas, making the i"
hard2_0023,True,False,False,True,labeled:FALSE,425.48,3099,1625,0.000430,VERDICT: FALSE\nREASONING: default false fallback
hard2_0024,True,True,True,True,labeled:TRUE,575.59,3099,705,0.000255,"VERDICT: TRUE\nREASONING: Applied contradiction motif C5 (rhsVars=3, xTop=right, topShape=v-m, xCount=2, rhsTotals=112) to the bare source equation x = y*(z*(x*x)). This motif forces the magma to sati"
hard2_0025,False,False,True,True,labeled:FALSE,795.30,3100,809,0.000275,VERDICT: FALSE\nREASONING: default false fallback
hard2_0026,True,False,False,True,labeled:FALSE,1209.20,3102,1610,0.000427,VERDICT: FALSE\nREASONING: default false fallback
hard2_0027,False,True,False,True,labeled:TRUE,32.14,3103,566,0.000229,"VERDICT: TRUE\nREASONING: Eq1 is a bare equation of the form x = T * x where T = y * ((z * (y * y))). The variable x does not occur in T. By rule 2.7 (right projection), this forces the identity a * b"
hard2_0028,True,False,False,True,labeled:FALSE,118.45,3100,772,0.000268,VERDICT: FALSE\nREASONING: default false fallback
