problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard3_0001,True,True,True,True,labeled:TRUE,603.74,3216,511,0.000223,"REASONING: Eq1 is a bare equation of the form x = T * x with T = y, which does not contain x. By rule 2.7 (right projection) this forces the law a * b = b for all elements of any magma. Under this law"
hard3_0002,True,False,False,True,labeled:FALSE,631.92,3220,1668,0.000442,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0003,True,False,False,True,labeled:FALSE,664.54,3220,1445,0.000400,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0004,True,True,True,True,labeled:TRUE,668.39,3220,287,0.000180,"REASONING: In Eq1 the variable x appears only on the left side and does not occur in the term y * (z * w) on the right. This matches the “singleton collapse” rule (Step 2.3), which forces the magma to"
hard3_0005,True,True,True,True,labeled:TRUE,701.29,3219,550,0.000230,REASONING: Eq1 is bare with left side a single variable x and right side of the form T * x where T = (y*z) does not contain x. By rule 2.7 (right projection) this forces the identity a * b = b in ever
hard3_0006,True,True,True,True,labeled:TRUE,731.02,3218,1033,0.000322,"REASONING: Eq1 forces that for every element a in any magma, the product a * b is independent of b (since a * a = a * y for all y). Hence each left operand defines a constant function. Consequently, f"
hard3_0007,False,True,False,True,labeled:TRUE,763.26,3218,723,0.000263,"REASONING: Applied STEP 2.12 (Missing-variable absorption). Eq1 can be rewritten as x*y = x*x, where the variable y does not appear in the right‑hand side. This forces a left‑projection law p*q = p. R"
hard3_0008,True,True,True,True,labeled:TRUE,780.30,3218,705,0.000259,"REASONING: The source equation `x * x = y * z` is of the form `x*y = T` where both sides are products, and the variables in `T` (`y, z`) are disjoint from the variables on the left side (`x, y`). By t"
hard3_0009,False,False,True,True,labeled:FALSE,809.76,3223,1272,0.000367,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0010,False,False,True,True,labeled:FALSE,836.41,3222,2051,0.000515,REASONING: default false fallback\nVERDICT: FALSE
hard3_0011,False,False,True,True,labeled:FALSE,858.64,3223,1932,0.000493,REASONING: default false fallback\nVERDICT: FALSE
hard3_0012,False,False,True,True,labeled:FALSE,878.34,3223,1591,0.000428,REASONING: default false fallback\nVERDICT: FALSE
hard3_0013,False,True,False,True,labeled:TRUE,908.78,3223,2457,0.000593,"REASONING:  \nEq1 is a bare equation of the form x = x * T with T = y * (z * x).  \nAlthough T contains x, by varying y and z we can obtain any element of the magma as the term T.  \nIndeed, for any e"
hard3_0014,True,True,True,True,labeled:TRUE,907.35,3223,607,0.000241,"REASONING: The source equation is bare (single variable on the left). It can be rewritten as  \nx = x * T with T = (y * (z * y)).  \nSince T does not contain x, the left‑projection rule (2.6) applies,"
hard3_0015,True,False,False,True,labeled:FALSE,933.43,3222,976,0.000311,REASONING: default false fallback\nVERDICT: FALSE
hard3_0016,False,False,True,True,labeled:FALSE,964.72,3223,879,0.000293,REASONING: rightmost-variable exclusion\nVERDICT: FALSE\nPROOF:
hard3_0017,False,False,True,True,labeled:FALSE,985.29,3220,1688,0.000446,REASONING: default false fallback\nVERDICT: FALSE
hard3_0018,False,False,True,True,labeled:FALSE,1017.80,3223,1812,0.000470,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0019,False,False,True,True,labeled:FALSE,1025.29,3223,963,0.000309,REASONING: spine isolation\nVERDICT: FALSE
hard3_0020,True,False,False,True,labeled:FALSE,617.33,3224,603,0.000240,REASONING: default false fallback\nVERDICT: FALSE
hard3_0021,False,False,True,True,labeled:FALSE,673.75,3223,1665,0.000442,REASONING: default false fallback\nVERDICT: FALSE
hard3_0022,False,False,True,True,labeled:FALSE,983.29,3222,1082,0.000331,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0023,True,True,True,True,labeled:TRUE,1047.94,3217,2419,0.000585,"REASONING: The premise Eq1 is a bare equation of the form x = x * T where T = ((y*z)*x). Since T does not contain x as a top‑level operand (x appears only as the rightmost leaf of T), the left‑project"
hard3_0024,True,True,True,True,labeled:TRUE,475.46,3223,611,0.000242,REASONING: The premise of rule 2.6 (left projection) is satisfied: Eq1 is of the form x = x * T with T = ((y*z)*z) which does not contain x. Hence any magma satisfying Eq1 must satisfy the left‑projec
hard3_0025,False,False,True,True,labeled:FALSE,505.08,3224,1502,0.000411,REASONING: default false fallback\nVERDICT: FALSE
hard3_0026,False,False,True,True,labeled:FALSE,530.36,3224,2096,0.000524,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
