problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard2_0001,False,False,True,True,labeled:FALSE,30.90,3412,835,0.000812,"REASONING:\nEq1: x * (y * z) = (y * w) * w\nEq2: x * (y * y) = (z * w) * u\n\nStep 1: Extract Features\nEq1: LHS = x * (y * z), RHS = (y * w) * w.\nWORD(LHS) = [x, y, z], WORD(RHS) = [y, w, w].\nSET(L"
hard2_0002,False,False,True,True,labeled:FALSE,287.90,3413,1011,0.000882,REASONING:\nEq1: x = y * ((y * (y * x)) * x)\nEq2: x = (y * (z * y)) * (y * x)\n\nStep 1: Extract Features\nEq1 is bare (left side is single variable x).\nEq2 is bare (left side is single variable x).
hard2_0003,True,False,False,True,labeled:FALSE,331.32,3410,747,0.000776,"REASONING:\nEq1: x * y = y * (x * (z * x))\nEq2: x * y = (y * (z * x)) * y\n\nStep 1: Extract Features\nEq1: LHS = x * y, RHS = y * (x * (z * x))\nEq2: LHS = x * y, RHS = (y * (z * x)) * y\n\nStep 2: "
hard2_0004,True,True,True,True,labeled:TRUE,401.63,3412,538,0.000693,REASONING:\nEq1: x = (((y * y) * x) * x) * z\nEq2: x = y * ((x * (y * z)) * w)\n\nStep 1: Extract Features\nEq1 is bare (single variable x on left).\nEq2 is bare (single variable x on left).\n\nStep 2
hard2_0005,True,False,False,True,labeled:FALSE,432.13,3412,1228,0.000969,REASONING:\nEq1: x = y * ((z * (z * x)) * y)\nEq2: x = (x * ((x * y) * y)) * x\n\nStep 1: Extract Features\nEq1 is bare (left side is single variable x).\nEq2 is bare (left side is single variable x).
hard2_0006,True,True,True,True,labeled:TRUE,486.86,3413,358,0.000621,REASONING:\nEq1: x = y * (z * (x * (x * w)))\nEq2: x = ((y * y) * x) * (y * y)\n\nStep 1: Extract Features\nEq1 is bare (single variable x on left).\nNormalized Eq1: x = y * (z * (x * (x * w)))\nP = y
hard2_0007,False,False,True,True,labeled:FALSE,521.19,3412,764,0.000783,"REASONING:\nEq1: x * (x * y) = (z * y) * w\nEq2: x * (x * y) = y * (z * y)\n\nStep 1: Extract Features\nEq1: LHS = x * (x * y), RHS = (z * y) * w\nEq2: LHS = x * (x * y), RHS = y * (z * y)\n\nStep 2: "
hard2_0008,True,True,True,True,labeled:TRUE,539.95,3412,368,0.000625,REASONING:\nEq1: x = y * (x * (x * (z * y)))\nEq2: x = x * (x * ((y * y) * x))\n\nStep 1: Extract Features\nEq1 is bare (single variable x on left).\nNormalized Eq1: x = y * (x * (x * (z * y)))\nP = y
hard2_0009,False,False,True,True,labeled:FALSE,668.71,3412,727,0.000768,"REASONING:\nEq1: x = y * ((x * z) * (z * y))\nEq2: x = ((x * y) * (y * y)) * y\n\nStep 1: Extract Features\nEq1 is bare (x on left).\nP = y * ((x * z) * (z * y))\nrhsVars = 3 {x, y, z}\nLx = FALSE (le"
hard2_0010,False,False,True,True,labeled:FALSE,22.25,3413,1106,0.000920,REASONING:\nEq1: x = (x * y) * ((x * y) * y)\nEq2: x = (x * (x * (x * x))) * y\n\nStep 1: Extract Features\nEq1: bare (x on left). P = (x * y) * ((x * y) * y).\nEq2: bare (x on left). S = (x * (x * (x
hard2_0011,False,False,True,True,labeled:FALSE,93.02,3409,867,0.000824,REASONING:\nEq1: x = y * ((x * (x * y)) * y)\nEq2: x = (y * (z * z)) * w\n\nStep 1: Extract Features\nEq1 is bare (left side is single variable x).\nEq2 is bare (left side is single variable x).\n\nSt
hard2_0012,False,False,True,True,labeled:FALSE,140.58,3412,952,0.000858,REASONING:\nEq1: x = y * (((z * y) * x) * z)\nEq2: (x * x) * y = (y * z) * z\n\nStep 1: Eq1 is bare (single variable x on left).\nStep 2.5: Normalize Eq1: x = y * (((z * y) * x) * z).\nCheck for sourc
hard2_0013,False,False,True,True,labeled:FALSE,205.98,3412,1090,0.000914,REASONING:\nEq1: x = (y * ((y * x) * x)) * y\nEq2: x = x * (((x * y) * x) * z)\n\nStep 1: Extract Features\nEq1 is bare (single variable x on left).\nEq2 is bare (single variable x on left).\n\nStep 2
hard2_0014,False,False,True,True,labeled:FALSE,248.48,3412,841,0.000814,REASONING:\nEq1: x = y * ((x * (x * y)) * y)\nEq2: (x * y) * z = (z * y) * x\n\nStep 1: Eq1 is bare (single variable x on left).\nStep 2.5: Normalize Eq1: x = y * ((x * (x * y)) * y).\nCheck features 
hard2_0015,False,True,False,True,labeled:TRUE,309.84,3411,409,0.000641,"REASONING:\nEq1: x * x = (y * (z * w)) * u\nEq2: x * y = (z * z) * (x * y)\n\nStep 1: Extract Features\nEq1: LHS = x * x, RHS = (y * (z * w)) * u.\nEq2: LHS = x * y, RHS = (z * z) * (x * y).\n\nStep 2"
hard2_0016,False,True,False,True,labeled:TRUE,384.79,3411,359,0.000621,REASONING:\nEq1: x = x * (y * ((y * z) * y))\nEq2: x * y = ((x * y) * x) * x\n\nStep 1: Eq1 is bare (single variable x on left).\nStep 2.5: Normalize Eq1: x = x * (y * ((y * z) * y)).\nCheck for sourc
hard2_0017,True,True,True,True,labeled:TRUE,450.30,3412,606,0.000720,REASONING:\nEq1: x = y * (x * (y * (y * z)))\nEq2: x = ((y * (z * w)) * z) * x\n\nStep 1: Extract Features\nEq1 is bare (single variable x on left).\nNormalized Eq1: x = y * (x * (y * (y * z)))\nP = y
hard2_0018,True,False,False,True,labeled:FALSE,464.53,3409,1144,0.000935,REASONING:\nEq1: x = x * ((x * (y * z)) * z)\nEq2: x = x * (x * (y * x))\n\nStep 1: Extract Features\nEq1 is bare. Normalized: x = x * P where P = ((x * (y * z)) * z).\nEq2 is bare. Normalized: x = x 
hard2_0019,True,True,True,True,labeled:TRUE,505.34,3411,481,0.000670,REASONING:\nEq1: x = (((y * y) * z) * x) * w\nEq2: x * y = ((y * x) * y) * y\n\nStep 1: Extract Features\nEq1 is bare (single variable x on left).\nEq2 is not bare.\n\nStep 2: True Routes\n2.1-2.4: No
hard2_0020,False,False,True,True,labeled:FALSE,540.78,3412,719,0.000765,"REASONING:\nEq1: x * (y * z) = z * (w * u)\nEq2: (x * y) * y = (x * z) * y\n\nStep 1: Extract Features\nEq1: LHS = x * (y * z), RHS = z * (w * u)\nEq1 is not bare.\nEq2: LHS = (x * y) * y, RHS = (x * "
hard2_0021,True,False,False,True,labeled:FALSE,633.16,3411,744,0.000775,"REASONING:\nEq1: x * y = y * ((z * w) * x)\nEq2: (x * x) * y = (z * y) * x\n\nStep 1: Extract Features\nEq1: LHS = x * y, RHS = y * ((z * w) * x)\nEq2: LHS = (x * x) * y, RHS = (z * y) * x\n\nStep 2: "
