problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard3_0001,True,True,True,True,labeled:TRUE,8451.44,3336,1895,0.000490,"REASONING: Eq1 matches the pattern x = T * x with T = y, and T does not contain x. By rule 2.7 this forces the right‑projection law a * b = b in any magma satisfying Eq1. Applying this law to Eq2, the"
hard3_0002,True,False,False,True,labeled:FALSE,8215.51,3340,4176,0.000924,REASONING: default false fallback\nVERDICT: FALSE
hard3_0003,True,False,False,True,labeled:FALSE,9328.12,3340,4904,0.001062,REASONING: default false fallback\nVERDICT: FALSE
hard3_0004,True,True,True,True,labeled:TRUE,9800.08,3340,1130,0.000345,REASONING: singleton collapse (x does not appear in RHS of Eq1)  \nVERDICT: TRUE  \nPROOF: Eq1 has the form x = y * (z * w) where the variable x does not occur in the term y * (z * w). In any magma th
hard3_0005,True,True,True,True,labeled:TRUE,10065.41,3339,1687,0.000451,REASONING: right projection\nVERDICT: TRUE\nPROOF: From the source equation x = (y*z)*x we see that the right‑hand side is a product T*x where T = (y*z) contains no occurrence of x. Hence for any assi
hard3_0006,True,False,False,True,labeled:FALSE,10595.23,3338,7825,0.001617,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0007,False,False,True,True,labeled:FALSE,10939.58,3338,3693,0.000832,REASONING: default false fallback\nVERDICT: FALSE
hard3_0008,True,False,False,True,labeled:FALSE,11436.47,3338,6297,0.001327,"REASONING: Counterexample: let the magma have underlying set {0,1} with binary operation * given by the table  \n* | 0 1  \n0 | 1 0  \n1 | 1 0  \n(i.e., 0*0=1, 0*1=0, 1*0=1, 1*1=0). Take x=0, y=0, z=0"
hard3_0009,False,False,True,True,labeled:FALSE,11872.51,3343,5506,0.001177,REASONING: default false fallback\nVERDICT: FALSE
hard3_0010,False,False,True,True,labeled:FALSE,12073.63,3342,4520,0.000989,REASONING: default false fallback\nVERDICT: FALSE
hard3_0011,False,False,True,True,labeled:FALSE,12442.22,3343,5275,0.001133,REASONING: default false fallback\nVERDICT: FALSE
hard3_0012,False,False,True,True,labeled:FALSE,12693.40,3343,5340,0.001145,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0013,False,False,True,True,labeled:FALSE,13121.35,3343,4646,0.001013,REASONING: default false fallback\nVERDICT: FALSE
hard3_0014,True,True,True,True,labeled:TRUE,13625.48,3343,1469,0.000409,"REASONING: Left projection (Rule 2.6) applies because Eq1 is of the form x = x * T with T = (y * (z * y)) not containing x, which forces a * b = a for all a,b. Applying this projection to Eq2 reduces "
hard3_0015,True,True,True,True,labeled:TRUE,13869.96,3342,2132,0.000535,REASONING: Eq1 is of the form x = x * T with T = (y * (z * z)) which does not contain x. By rule 2.6 (Left projection) this forces the identity a * b = a for all elements of any magma satisfying Eq1. 
hard3_0016,False,False,True,True,labeled:FALSE,14165.61,3343,5350,0.001147,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0017,False,False,True,True,labeled:FALSE,2881.36,3340,5613,0.001197,VERDICT: FALSE\nREASONING: default false fallback\nPROOF:
