problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard3_0001,True,True,True,True,labeled:TRUE,725.77,3133,495,0.000216,"REASONING: Applied rule 2.7 (right projection). Eq1 is of form x = T * x with T = y not containing x, thus forces a*b = b. Reducing Eq2 under this law: (y*z)*x → x, then x * x → x, then x * x → x, giv"
hard3_0002,True,False,False,True,labeled:FALSE,748.16,3137,1056,0.000323,REASONING: default false fallback\nVERDICT: FALSE
hard3_0003,True,False,False,True,labeled:FALSE,788.74,3137,1291,0.000368,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0004,True,False,False,True,labeled:FALSE,808.99,3137,1091,0.000330,REASONING: counterexample witness (right-zero magma)  \nVERDICT: FALSE  \nPROOF:  
hard3_0005,True,True,True,True,labeled:TRUE,844.12,3136,1943,0.000491,"REASONING: The premise x = (y*z)*x can be renamed to the form x = T * x with T = y*z, and T does not contain x. By rule 2.7 (right projection) this forces a*b = b for all elements a,b in any magma sat"
hard3_0006,True,True,True,True,labeled:TRUE,874.85,3135,1073,0.000326,"REASONING: From the identity x*x = x*y we infer that for any element a in any magma, the left‐multiplication map L_a(b)=a*b is constant: for all b, a*b = a*a. Hence for any a,b,z we have a*(a*a)=a*(b*"
hard3_0007,False,False,True,True,labeled:FALSE,900.54,3135,1592,0.000425,"REASONING: COUNTEREXAMPLE  \nConsider the magma with three elements {a,b,c} and binary operation * defined by left‑projection to a function g:\n\n- a * u = b for any u ∈ {a,b,c}\n- b * u = c for any u"
hard3_0008,True,False,False,True,labeled:FALSE,907.05,3135,1120,0.000335,REASONING: right-zero witness\nVERDICT: FALSE\nPROOF:
hard3_0009,False,False,True,True,labeled:FALSE,925.64,3140,899,0.000293,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0010,False,False,True,True,labeled:FALSE,965.14,3139,1220,0.000354,REASONING: default false fallback\nVERDICT: FALSE
hard3_0011,False,False,True,True,labeled:FALSE,990.34,3140,1442,0.000396,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0012,False,False,True,True,labeled:FALSE,1022.32,3140,1184,0.000347,REASONING: default false fallback\nVERDICT: FALSE
hard3_0013,False,False,True,True,labeled:FALSE,1057.64,3140,1486,0.000405,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0014,True,True,True,True,labeled:TRUE,1065.92,3140,613,0.000239,REASONING: Eq1 is of the form x = x * T where T = y * (z * y) does not contain x. By rule 2.6 (left projection) this forces the law a * b = a in all magmas satisfying Eq1. Applying this law to Eq2 sim
hard3_0015,True,True,True,True,labeled:TRUE,1073.13,3139,478,0.000213,"REASONING: Eq1 matches the left projection pattern x = x * T with T = y*(z*z) not containing x, thus forces a*b = a in all magmas satisfying Eq1. Applying this projection to Eq2 reduces both sides to "
hard3_0016,False,False,True,True,labeled:FALSE,1120.59,3140,1665,0.000439,REASONING: default false fallback\nVERDICT: FALSE
hard3_0017,False,False,True,True,labeled:FALSE,1143.67,3137,1424,0.000393,REASONING: default false fallback\nVERDICT: FALSE
hard3_0018,False,False,True,True,labeled:FALSE,1163.63,3140,1293,0.000368,REASONING: default false fallback\nVERDICT: FALSE\nPROOF:
hard3_0019,False,False,True,True,labeled:FALSE,1176.55,3140,528,0.000223,REASONING: spine isolation\nVERDICT: FALSE
