problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard2_0001,False,True,False,True,labeled:TRUE,140.28,3102,1472,0.000401,"VERDICT: TRUE\nREASONING: Eq1 forces the binary operation to be constant, which makes Eq2 hold automatically.\nPROOF: From Eq1 we have for all elements x,y,z,w:\n x * (y * z) = (y * w) * w.\n\nFix arb"
hard2_0002,False,False,True,True,labeled:FALSE,465.41,3103,1276,0.000363,VERDICT: FALSE\nREASONING: default false fallback
hard2_0003,True,False,False,True,labeled:FALSE,558.57,3100,645,0.000243,VERDICT: FALSE\nREASONING: default false fallback
hard2_0004,True,True,True,True,labeled:TRUE,657.99,3102,735,0.000261,"VERDICT: TRUE\nREASONING: Applied contradiction motif rule 2.8. For Eq1, the product side P = (((y*y)*x)*x)*z has features rhsVars=3, Lx=FALSE, Rx=FALSE, xTop=left, topShape=m-v, rhsTotals=221, xCount"
hard2_0005,True,False,False,True,labeled:FALSE,822.18,3102,2044,0.000509,VERDICT: FALSE\nREASONING: default false fallback
hard2_0006,True,True,True,True,labeled:TRUE,862.17,3103,495,0.000215,"VERDICT: TRUE\nREASONING: Applied contradiction motif C1. For Eq1, the product side P = y*(z*(x*(x*w))) has rhsVars=4, Lx=FALSE, Rx=FALSE, satisfying C1, which forces the equation to hold in all magma"
hard2_0007,False,False,True,True,labeled:FALSE,963.95,3102,1719,0.000448,VERDICT: FALSE\nREASONING: default false fallback
hard2_0008,True,False,False,True,labeled:FALSE,1075.37,3102,1468,0.000400,VERDICT: FALSE\nREASONING: default false fallback
hard2_0009,False,False,True,True,labeled:FALSE,1202.92,3102,2028,0.000506,VERDICT: FALSE\nREASONING: default false fallback
hard2_0010,False,False,True,True,labeled:FALSE,63.07,3103,1713,0.000446,VERDICT: FALSE\nREASONING: default false fallback
hard2_0011,False,False,True,True,labeled:FALSE,135.92,3099,739,0.000261,VERDICT: FALSE\nREASONING: default false fallback
hard2_0012,False,False,True,True,labeled:FALSE,254.84,3102,1866,0.000476,VERDICT: FALSE\nREASONING: default false fallback
hard2_0013,False,False,True,True,labeled:FALSE,350.28,3102,1511,0.000408,VERDICT: FALSE\nREASONING: default false fallback
hard2_0014,False,False,True,True,labeled:FALSE,434.32,3102,1648,0.000434,VERDICT: FALSE\nREASONING: default false fallback
hard2_0015,False,False,True,True,labeled:FALSE,521.66,3101,1043,0.000319,VERDICT: FALSE\nREASONING: default false fallback
hard2_0016,False,True,False,True,labeled:TRUE,630.01,3101,462,0.000209,"VERDICT: TRUE\nREASONING: The premise of the left‑projection rule (STEP 2.6) is satisfied.  \nEq1 is bare: x = x * T with T = y * ((y *z) * y).  \nT does not contain the variable x, so the rule forces"
hard2_0017,True,False,False,True,labeled:FALSE,737.15,3102,1508,0.000407,VERDICT: FALSE\nREASONING: default false fallback
hard2_0018,True,False,False,True,labeled:FALSE,847.32,3099,1922,0.000486,VERDICT: FALSE\nREASONING: default false fallback
hard2_0019,True,True,True,True,labeled:TRUE,904.94,3101,620,0.000239,"VERDICT: TRUE\nREASONING: The source equation is bare (x = T) with T = (((y*y)*z)*x)*w. Computing the required features for T:\n- rhsVars = 4 (variables y, z, x, w)\n- Lx = FALSE (leftmost variable is"
hard2_0020,False,False,True,True,labeled:FALSE,987.97,3102,615,0.000238,VERDICT: FALSE\nREASONING: default false fallback
hard2_0021,True,False,False,True,labeled:FALSE,1116.99,3101,1246,0.000358,VERDICT: FALSE\nREASONING: default false fallback
hard2_0022,True,True,True,True,labeled:TRUE,368.07,3102,1166,0.000343,"VERDICT: TRUE\nREASONING: The premise Eq1 is a bare equation x = T with T = y * (((x * y) * z) * w). Computing the required features for the contradiction‑motif rule:\n\n- rhsVars = 4 (variables {x,y,"
hard2_0023,True,False,False,True,labeled:FALSE,555.64,3099,2803,0.000653,"VERDICT: FALSE\nREASONING: counterexample\nPROOF: \nConsider the magma M = {0,1,2} with binary operation * defined by:\n- a * b = a if b = a,\n- a * b = 2 otherwise.\n\nAll elements are distinct.  \n\"
hard2_0024,True,True,True,True,labeled:TRUE,623.49,3099,622,0.000239,"VERDICT: TRUE\nREASONING: \nEq1 is bare with RHS P = y * (z * (x * x)). Features: rhsVars=3, Lx=FALSE, Rx=TRUE, xTop=right, topShape=v-m, rhsTotals=112, xCount=2. This matches contradiction motif C5 ("
hard2_0025,False,False,True,True,labeled:FALSE,821.27,3100,1041,0.000319,VERDICT: FALSE\nREASONING: default false fallback
hard2_0026,True,False,False,True,labeled:FALSE,1140.28,3102,1679,0.000440,VERDICT: FALSE\nREASONING: default false fallback
hard2_0027,False,False,True,True,labeled:FALSE,53.38,3103,1926,0.000487,VERDICT: FALSE\nREASONING: default false fallback
hard2_0028,True,False,False,True,labeled:FALSE,114.98,3100,1414,0.000390,VERDICT: FALSE\nREASONING: default false fallback
hard2_0029,False,False,True,True,labeled:FALSE,188.79,3100,470,0.000210,VERDICT: FALSE\nREASONING: default false fallback
hard2_0030,True,True,True,True,labeled:TRUE,268.41,3101,586,0.000232,VERDICT: TRUE\nREASONING: The premise Eq1 is a bare equation x = y * (x * ((z * z) * w)). Normalizing the right‑hand side as P = y * (x * ((z*z)*w)) we compute the features required for the contradict
hard2_0031,False,False,True,True,labeled:FALSE,412.74,3102,1333,0.000374,VERDICT: FALSE\nREASONING: default false fallback
hard2_0032,False,False,True,True,labeled:FALSE,499.58,3100,1455,0.000397,VERDICT: FALSE\nREASONING: default false fallback
hard2_0033,True,False,False,True,labeled:FALSE,584.56,3102,1277,0.000364,VERDICT: FALSE\nREASONING: default false fallback
hard2_0034,False,False,True,True,labeled:FALSE,680.96,3100,817,0.000276,VERDICT: FALSE\nREASONING: default false fallback
hard2_0035,True,True,True,True,labeled:TRUE,762.53,3102,794,0.000272,"VERDICT: TRUE\nREASONING: The premise Eq1 is a bare equation (single variable on the left). Computing the features of the right‑hand side P = ((y*x)*(x*z))*w gives:\nrhsVars=4, Lx=FALSE, Rx=FALSE, xTo"
hard2_0036,True,False,False,True,labeled:FALSE,901.27,3103,1816,0.000466,VERDICT: FALSE\nREASONING: default false fallback
hard2_0037,True,True,True,True,labeled:TRUE,954.98,3102,590,0.000233,"VERDICT: TRUE\nREASONING: Eq1 is a bare equation of the form x = T * x where T = (((y*z)*w)*w) does not contain x. By the right projection rule (Step 2.7), this forces the binary operation to satisfy "
hard2_0038,False,False,True,True,labeled:FALSE,1079.46,3102,1374,0.000382,VERDICT: FALSE\nREASONING: default false fallback
hard2_0039,True,True,True,True,labeled:TRUE,1231.00,3102,2128,0.000525,VERDICT: TRUE\nREASONING: The only magmas in which the premise equation  \n\(x = y * ((y * (x * x)) * z)\) holds as an identity for all elements are singleton magmas. In a singleton magma every elemen
hard2_0040,True,True,True,True,labeled:TRUE,66.47,3099,726,0.000259,"VERDICT: TRUE\nREASONING: Applied contradiction motif C1 (rhsVars ≥ 4, Lx = FALSE, Rx = FALSE) to the bare source equation.\nPROOF: The source equation x = y * (x * ((y * z) * w)) has rhsVars = 4, Lx "
hard2_0041,False,False,True,True,labeled:FALSE,174.71,3103,1399,0.000387,VERDICT: FALSE\nREASONING: default false fallback
hard2_0042,False,False,True,True,labeled:FALSE,230.39,3102,871,0.000286,VERDICT: FALSE\nREASONING: default false fallback
hard2_0043,False,False,True,True,labeled:FALSE,332.21,3102,1470,0.000400,VERDICT: FALSE\nREASONING: default false fallback
hard2_0044,True,True,True,True,labeled:TRUE,423.62,3102,832,0.000279,"VERDICT: TRUE\nREASONING: The source equation is bare (x = (y * ((z * z) * x)) * w). Analyzing the product side P = (y * ((z * z) * x)) * w gives the feature vector rhsVars=4, Lx=FALSE, Rx=FALSE, xTop"
hard2_0045,False,False,True,True,labeled:FALSE,536.52,3100,1284,0.000365,VERDICT: FALSE\nREASONING: default false fallback
hard2_0046,False,False,True,True,labeled:FALSE,631.98,3102,1524,0.000411,VERDICT: FALSE\nREASONING: default false fallback
hard2_0047,False,False,True,True,labeled:FALSE,744.18,3100,1896,0.000481,VERDICT: FALSE\nREASONING: default false fallback
hard2_0048,False,False,True,True,labeled:FALSE,846.97,3102,915,0.000295,VERDICT: FALSE\nREASONING: counterexample (left projection magma) where Eq1 holds but Eq2 fails.
hard2_0049,True,True,True,True,labeled:TRUE,910.07,3102,698,0.000254,"VERDICT: TRUE\nREASONING: \nEq1 is bare (x = T) with T = y * (((z * w) * x) * y).  \nFeatures of T:  \nrhsVars=4, Lx=FALSE, Rx=FALSE, xTop=right, topShape=v-m, rhsTotals=2111, xCount=1.  \nSince rhsVa"
hard2_0050,True,True,True,True,labeled:TRUE,996.27,3099,826,0.000278,"VERDICT: TRUE\nREASONING: The source equation is bare (x = y * ((z * x) * z)). Normalizing gives product side P = y * ((z * x) * z). Its features are:\nrhsVars=3, Lx=FALSE, Rx=FALSE, xTop=right, topSh"
hard2_0051,False,False,True,True,labeled:FALSE,1148.15,3102,1415,0.000390,VERDICT: FALSE\nREASONING: default false fallback
hard2_0052,False,False,True,True,labeled:FALSE,37.41,3102,1340,0.000376,VERDICT: FALSE\nREASONING: default false fallback
