problem_id,expected,predicted,correct,parse_ok,raw_verdict,latency_s,input_tokens,output_tokens,cost_usd,response_text
hard2_0001,False,False,True,True,labeled:FALSE,187.96,3280,859,0.000803,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x * (y * z) = (y * w) * w\nEq2: x * (y * y) = (z * w) * u\n\nEq1:\nLHS: x * (y * z), WORD = [x, y, z], SET = {x, y, z}, AB = {x:1, y:1, z:1}\nRHS: (y * w) * "
hard2_0002,False,False,True,True,labeled:FALSE,208.55,3281,560,0.000683,REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = y * ((y * (y * x)) * x)\nEq2: x = (y * (z * y)) * (y * x)\n\nEq1 is bare (single variable x on left).\nNormalized Eq1: x = y * ((y * (y * x)) * x)\nP = y
hard2_0003,True,False,False,True,labeled:FALSE,246.30,3278,685,0.000733,REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x * y = y * (x * (z * x))\nEq2: x * y = (y * (z * x)) * y\n\nSTEP 2. TRUE ROUTES\n- 2.1 Exact identity: No.\n- 2.2 Tautological target: No.\n- 2.3 Singleton 
hard2_0004,True,True,True,True,labeled:TRUE,259.12,3280,592,0.000696,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = (((y * y) * x) * x) * z\nEq2: x = y * ((x * (y * z)) * w)\n\nEq1 is bare (x = T).\nT = (((y * y) * x) * x) * z\nWORD(T) = [y, y, x, x, z]\nSET(T) = {x, y"
hard2_0005,True,False,False,True,labeled:FALSE,299.70,3280,1297,0.000978,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = y * ((z * (z * x)) * y)\nEq2: x = (x * ((x * y) * y)) * x\n\nEq1 is bare (x = T).\nT = y * ((z * (z * x)) * y)\nWORD(T) = [y, z, z, x, y]\nSET(T) = {x, y"
hard2_0006,True,True,True,True,labeled:TRUE,325.71,3281,591,0.000696,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = y * (z * (x * (x * w)))\n- Bare: Yes (x on left)\n- WORD(Eq1): LHS = [x], RHS = [y, z, x, x, w]\n- SET(Eq1): LHS = {x}, RHS = {y, z, x, w}\n- AB(Eq1): LH"
hard2_0007,False,False,True,True,labeled:FALSE,366.40,3280,846,0.000798,"REASONING:\nEq1: x * (x * y) = (z * y) * w\nEq2: x * (x * y) = y * (z * y)\n\nSTEP 1: EXTRACT FEATURES\nEq1: LHS = x * (x * y), RHS = (z * y) * w\nEq1 WORD: LHS [x, x, y], RHS [z, y, w]\nEq1 SET: LHS "
hard2_0008,True,True,True,True,labeled:TRUE,17.53,3280,454,0.000641,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = y * (x * (x * (z * y)))\nEq2: x = x * (x * ((y * y) * x))\n\nEq1 is bare (single variable x on left).\nP = y * (x * (x * (z * y)))\nrhsVars = 3 {x, y, z}"
hard2_0009,False,False,True,True,labeled:FALSE,75.12,3280,749,0.000759,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = y * ((x * z) * (z * y))\nEq2: x = ((x * y) * (y * y)) * y\n\nEq1 is bare (x = T).\nT = y * ((x * z) * (z * y))\nvars(T) = {x, y, z}\nx is in T.\n\nSTEP 2"
hard2_0010,False,False,True,True,labeled:FALSE,97.19,3281,1175,0.000929,"REASONING:\nSTEP 1. EXTRACT FEATURES\nEq1: x = (x * y) * ((x * y) * y)\nEq2: x = (x * (x * (x * x))) * y\nEq1 is bare (x = T).\nT = (x * y) * ((x * y) * y)\nWORD(T) = [x, y, x, y, y]\nSET(T) = {x, y}\"
